AccountID,CustomerID,AccountType,CurrentBalance,OverdraftLimit,AccountStatus
501412,100919,Savings,58254.47,0,Open
501413,100919,Current,17381.24,1000,Open
501414,100920,Current,1243.9,1500,Open
501415,100921,Savings,30238.98,0,Open
501416,100921,Current,27561.73,0,Open
501417,100921,Current,39396.45,0,Open
501418,100922,Current,4982.1,1000,Open
501419,100922,Current,13921.67,1000,Open
501420,100923,Current,16228.96,0,Open
501421,100923,Current,3480.44,1000,Open
501422,100923,Savings,13280.14,0,Open
501423,100924,ISA,30738.15,0,Open
501424,100925,ISA,45635.06,0,Open
501425,100925,Current,19424.46,1000,Open
501426,100925,Current,15024.59,0,Open
501427,100926,Current,6250.3,0,Open
501428,100927,Savings,30094.1,0,Dormant
501429,100928,Savings,102816.01,0,Open
501430,100929,Current,2431.79,1000,Open
501431,100930,Current,41698.11,0,Open
501432,100930,Savings,36819.35,0,Dormant
501433,100931,Savings,94567.56,0,Open
501434,100931,Savings,74690.0,0,Open
501435,100932,Current,23493.76,0,Open
501436,100933,Savings,20038.94,0,Open
501437,100933,ISA,30503.7,0,Open
501438,100934,Current,5455.14,0,Open
501439,100935,Current,27831.87,1500,Open
501440,100935,Current,33968.11,0,Open
501441,100936,Savings,8885.48,0,Open
501442,100936,Current,5105.8,1000,Open
501443,100937,Current,21795.88,500,Open
501444,100937,ISA,4286.42,0,Open
501445,100938,Current,53013.19,2000,Open
501446,100938,ISA,95260.31,0,Open
501447,100939,Current,4343.72,1500,Open
501448,100939,Current,32924.04,0,Open
501449,100940,Savings,6340.38,0,Open
501450,100941,Current,24916.1,0,Open
501451,100941,Current,6169.88,0,Open
501452,100942,Savings,11667.75,0,Open
501453,100942,Current,6161.54,0,Open
501454,100943,Current,10695.85,500,Open
501455,100943,ISA,25580.98,0,Open
501456,100944,Savings,12920.06,0,Open
501457,100945,Current,40402.74,1000,Open
501458,100946,Savings,55650.14,0,Open
501459,100947,Savings,36298.99,0,Open
501460,100947,Current,5419.28,0,Dormant
501461,100948,Current,53191.9,0,Open
501462,100949,Current,2401.14,0,Open
501463,100950,Current,20885.96,1000,Open
501464,100950,Savings,22203.83,0,Open
501465,100951,Current,14965.8,1000,Open
501466,100952,Current,8855.42,0,Open
501467,100953,Current,12197.69,500,Open
501468,100953,Savings,17094.62,0,Open
501469,100953,Savings,15160.25,0,Open
501470,100954,Current,13617.37,1500,Open
501471,100955,Current,21364.32,500,Open
501472,100956,Current,17025.11,500,Open
501473,100956,Savings,21390.82,0,Open
501474,100957,Current,2855.57,0,Open
501475,100958,ISA,20351.87,0,Open
501476,100958,Current,8798.1,1000,Dormant
501477,100958,ISA,51940.71,0,Open
501478,100959,Current,7048.55,2000,Open
501479,100959,Current,5379.55,500,Open
501480,100960,Savings,34553.81,0,Open
501481,100960,ISA,24696.22,0,Open
501482,100961,Current,13452.31,500,Open
501483,100962,Current,8667.99,0,Open
501484,100962,Savings,9453.6,0,Open
501485,100963,ISA,64918.86,0,Open
501486,100964,Current,11436.71,1500,Open
501487,100964,Current,6865.03,1500,Open
501488,100964,Current,5851.45,2000,Open
501489,100965,Current,5865.93,0,Open
501490,100965,Savings,23155.0,0,Open
501491,100966,Savings,34516.24,0,Open
501492,100967,Current,59770.17,0,Open
501493,100968,ISA,85970.88,0,Open
501494,100969,Current,0.0,0,Open
501495,100970,Current,31498.4,0,Open
501496,100971,Savings,35631.63,0,Open
501497,100972,Current,15398.6,0,Dormant
501498,100973,Savings,20933.92,0,Open
501499,100974,Savings,11160.41,0,Open
501500,100974,Current,19163.56,500,Open
501501,100975,Current,47189.71,500,Open
501502,100976,Current,10377.6,0,Open
501503,100977,Current,32695.84,0,Open
501504,100978,ISA,39344.43,0,Open
501505,100979,Savings,41137.01,0,Open
501506,100979,Current,33411.58,500,Open
501507,100979,Current,22929.92,0,Open
501508,100980,Current,41202.8,2000,Open
501509,100981,Current,6690.27,1000,Open
501510,100981,Savings,24954.54,0,Open
501511,100982,Savings,42368.48,0,Open
501512,100982,ISA,115297.08,0,Open
501513,100982,ISA,28551.48,0,Open
501514,100983,Current,6458.63,0,Open
501515,100983,Savings,26036.86,0,Open
501516,100984,Current,4312.47,500,Open
501517,100984,Current,10290.06,0,Open
501518,100984,Current,7237.22,0,Open
501519,100985,Savings,40466.84,0,Open
501520,100986,Current,7319.43,0,Open
501521,100987,Current,21566.75,0,Open
501522,100988,ISA,47535.37,0,Dormant
501523,100988,Savings,15686.19,0,Open
501524,100989,Savings,35088.71,0,Open
501525,100989,Current,51298.13,2000,Open
501526,100990,Savings,24285.03,0,Open
501527,100990,Current,5154.95,0,Open
501528,100991,Current,30439.8,1000,Open
501529,100992,Current,4666.11,1000,Open
501530,100993,Savings,28116.86,0,Open
501531,100994,Current,8302.1,0,Open
501532,100995,Current,34990.66,500,Open
501533,100996,Savings,3940.65,0,Open
501534,100997,Current,20258.16,1000,Open
501535,100997,Savings,44524.66,0,Open
501536,100997,Savings,59313.84,0,Open
501537,100998,Savings,143731.35,0,Open
501538,100998,Savings,59255.63,0,Open
501539,100998,Savings,60323.87,0,Open
501540,100999,Savings,47835.35,0,Open
501541,101000,ISA,56285.85,0,Open
501542,101001,Savings,98110.73,0,Open
501543,101001,Savings,44234.52,0,Open
501544,101001,Current,55130.5,500,Open
501545,101002,ISA,48514.33,0,Open
501546,101002,Savings,67278.33,0,Open
501547,101003,Savings,1793.25,0,Open
501548,101003,ISA,19157.05,0,Open
501549,101004,Current,12779.76,1000,Open
501550,101004,Current,61870.55,0,Open
501551,101005,Savings,91101.15,0,Open
501552,101006,ISA,95479.67,0,Open
501553,101007,Current,13174.98,500,Open
501554,101007,Current,22693.29,1500,Open
501555,101008,Current,61592.47,0,Open
501556,101008,Current,20593.4,0,Open
501557,101009,Current,19872.66,0,Open
501558,101009,Current,27977.6,1000,Open
501559,101009,Current,18459.62,2000,Open
501560,101010,Current,10215.96,1500,Open
501561,101011,Savings,4917.85,0,Open
501562,101011,Current,15049.05,500,Open
501563,101012,Savings,5817.78,0,Open
501564,101013,Current,1851.2,0,Open
501565,101014,Savings,109771.65,0,Open
501566,101014,Current,2761.9,1500,Open
501567,101014,Savings,55241.36,0,Dormant
501568,101015,Current,4947.19,1500,Open
501569,101015,ISA,46682.4,0,Open
501570,101016,Savings,37277.38,0,Open
501571,101016,Savings,38245.45,0,Open
501572,101016,Current,18978.97,1000,Open
501573,101017,Current,13959.76,2000,Open
501574,101018,Savings,63024.61,0,Open
501575,101019,Savings,11419.93,0,Open
501576,101020,Current,32971.64,500,Open
501577,101021,Current,28231.85,500,Open
501578,101022,Savings,41672.87,0,Open
501579,101022,Savings,98051.91,0,Open
501580,101023,Savings,38059.47,0,Open
501581,101024,Savings,106876.91,0,Open
501582,101025,Savings,5832.12,0,Open
501583,101026,Current,4707.39,0,Open
501584,101026,Current,27930.11,0,Open
501585,101027,Current,6757.04,0,Open
501586,101027,Savings,4422.76,0,Open
501587,101028,Savings,32715.34,0,Open
501588,101028,Current,48275.63,0,Open
501589,101028,Current,2306.93,0,Open
501590,101029,Current,5284.75,0,Open
501591,101029,Current,6272.6,0,Open
501592,101029,ISA,5650.96,0,Open
501593,101030,Current,30849.92,500,Open
501594,101030,ISA,40043.11,0,Open
501595,101031,Savings,22297.39,0,Open
501596,101031,Savings,13933.98,0,Open
501597,101032,Savings,83335.44,0,Dormant
501598,101033,Savings,27302.9,0,Open
501599,101033,Savings,33152.4,0,Open
501600,101034,Current,2049.84,1500,Open
501601,101034,Current,2868.03,1000,Open
501602,101035,Current,18233.7,0,Open
501603,101036,Current,4103.55,0,Open
501604,101036,Savings,18441.57,0,Open
501605,101036,Current,23002.42,0,Open
501606,101037,Current,5580.23,1000,Open
501607,101037,Current,9943.86,1000,Open
501608,101037,Current,23963.07,0,Open
501609,101038,Current,18028.68,2000,Dormant
501610,101038,Savings,12536.14,0,Open
501611,101039,Current,8982.09,0,Open
501612,101039,Savings,25476.32,0,Open
501613,101040,Current,17840.34,1000,Open
501614,101041,Current,8104.9,0,Open
501615,101042,Current,37462.68,0,Open
501616,101042,Current,25214.8,500,Open
501617,101042,Current,20402.76,500,Open
501618,101043,Current,20846.96,1000,Open
501619,101044,Current,60441.78,1500,Open
501620,101045,Current,10644.37,0,Open
501621,101046,Savings,62099.45,0,Open
501622,101047,Current,30694.87,0,Open
501623,101047,Savings,188233.52,0,Open
501624,101048,Current,8800.24,0,Open
501625,101049,ISA,9130.88,0,Open
501626,101050,ISA,21073.68,0,Open
501627,101050,Current,6710.43,0,Open
501628,101050,Current,2970.5,1000,Open
501629,101051,Savings,21821.94,0,Dormant
501630,101052,Current,41393.11,1500,Open
501631,101053,Savings,37572.82,0,Open
501632,101053,Current,19265.87,500,Open
501633,101054,Savings,4444.83,0,Open
501634,101055,ISA,57132.8,0,Open
501635,101055,Current,35004.09,1500,Open
501636,101055,Current,13814.27,0,Open
501637,101056,Current,10960.93,0,Open
501638,101056,Current,19923.5,0,Open
501639,101057,Current,7990.53,2000,Open
501640,101057,Current,4291.31,500,Open
501641,101058,Savings,19172.97,0,Open
501642,101058,Savings,5237.01,0,Open
501643,101059,Current,9505.87,0,Dormant
501644,101059,Current,19278.72,500,Open
501645,101060,Current,46851.87,1000,Open
501646,101061,Savings,29969.31,0,Dormant
501647,101061,ISA,0.0,0,Open
501648,101062,Current,35577.62,1000,Dormant
501649,101063,Current,17713.12,500,Open
501650,101064,Current,7928.66,500,Open
501651,101065,Current,34822.62,2000,Open
501652,101066,Savings,90620.52,0,Open
501653,101067,Current,27473.39,0,Open
501654,101067,Savings,26870.08,0,Open
501655,101067,Current,62648.04,2000,Open
501656,101068,Current,23618.62,1000,Open
501657,101069,Savings,4044.25,0,Open
501658,101070,Savings,9598.44,0,Open
501659,101071,Current,8011.78,500,Open
501660,101072,Current,4278.98,500,Open
501661,101073,Current,8929.99,1500,Open
501662,101074,Savings,21957.35,0,Open
501663,101074,Current,31326.72,0,Open
501664,101075,Current,8762.89,1500,Open
501665,101076,Current,55178.95,500,Open
501666,101076,Current,41892.51,1000,Open
501667,101077,Savings,9142.33,0,Open
501668,101077,Savings,14422.99,0,Open
501669,101078,Savings,38750.13,0,Open
501670,101079,Current,25042.12,0,Open
501671,101080,Savings,4369.49,0,Open
501672,101081,Current,12129.76,1500,Open
501673,101082,Current,22633.96,2000,Open
501674,101083,ISA,19045.69,0,Open
501675,101084,Savings,136013.5,0,Open
501676,101085,Current,19310.28,0,Open
501677,101086,Current,13716.18,0,Open
501678,101087,Current,6348.18,1000,Open
501679,101088,Current,33920.53,0,Open
501680,101089,ISA,3878.1,0,Open
501681,101089,Current,33098.84,0,Open
501682,101090,Current,24108.73,0,Open
501683,101090,Savings,139408.99,0,Open
501684,101091,Current,7491.93,1000,Open
501685,101091,Savings,8076.69,0,Open
501686,101092,Current,38236.13,500,Open
501687,101093,Current,13424.75,2000,Open
501688,101094,Current,46835.07,0,Open
501689,101094,Current,64580.32,500,Open
501690,101094,Current,58572.08,0,Open
501691,101095,Current,14518.26,0,Open
501692,101095,Current,5815.26,2000,Open
501693,101096,Savings,16484.26,0,Open
501694,101096,Current,13292.6,0,Open
501695,101097,Current,25028.36,500,Open
501696,101097,Savings,9304.97,0,Open
501697,101098,Current,18084.15,0,Open
501698,101098,Savings,37525.57,0,Open
501699,101099,Current,28585.03,0,Open
501700,101100,Current,36068.89,500,Open
501701,101100,Current,16111.49,1000,Open
501702,101101,Current,15598.74,0,Open
501703,101101,Savings,19273.12,0,Open
501704,101102,Savings,28124.78,0,Open
501705,101103,Current,23333.18,0,Open
501706,101104,Current,52353.18,0,Open
501707,101104,Current,9439.88,2000,Open
501708,101105,Current,11540.83,1000,Open
501709,101105,Savings,27263.47,0,Open
501710,101106,Current,29827.88,0,Open
501711,101106,Current,11200.35,0,Open
501712,101107,Current,3175.7,0,Open
501713,101107,Current,35521.21,1500,Open
501714,101108,Current,21954.61,500,Open
501715,101108,Current,4910.07,0,Open
501716,101109,Current,19621.36,0,Open
501717,101109,Current,24866.49,0,Open
501718,101110,Current,11932.12,1000,Open
501719,101110,Current,3150.02,2000,Open
501720,101111,Savings,7001.41,0,Open
501721,101112,Savings,17102.65,0,Open
501722,101113,Savings,43281.17,0,Open
501723,101114,Current,6915.91,1000,Open
501724,101114,Current,6598.85,2000,Open
501725,101115,Current,4679.07,500,Open
501726,101115,Current,2595.02,1000,Open
501727,101116,Current,22503.18,500,Open
501728,101117,Current,18037.41,2000,Open
501729,101118,Current,9501.98,0,Open
501730,101118,Savings,17086.53,0,Open
501731,101119,Savings,28340.35,0,Open
501732,101119,Current,3532.4,1000,Open
501733,101120,ISA,100251.84,0,Open
501734,101121,Current,1243.32,0,Open
501735,101122,Current,15451.67,0,Open
501736,101122,Current,8577.86,1500,Open
501737,101123,Current,5540.8,0,Open
501738,101123,ISA,17313.87,0,Open
501739,101124,ISA,9133.64,0,Open
501740,101125,Current,2821.61,500,Open
501741,101126,Savings,43790.57,0,Open
501742,101127,ISA,131616.07,0,Open
501743,101127,Current,11043.39,1500,Open
501744,101127,Current,37236.84,1000,Open
501745,101128,Savings,26350.03,0,Open
501746,101129,ISA,262361.37,0,Open
501747,101130,ISA,7231.87,0,Open
501748,101131,Current,11985.5,0,Open
501749,101132,ISA,65118.12,0,Open
501750,101133,Current,65011.47,1500,Open
501751,101134,Current,19432.83,1500,Open
501752,101135,Savings,14276.73,0,Open
501753,101136,Current,25457.01,1000,Open
501754,101137,Current,12246.44,500,Open
501755,101138,Savings,68890.79,0,Open
501756,101139,Savings,15124.81,0,Open
501757,101139,Current,1880.31,0,Open
501758,101140,Current,4832.0,500,Open
501759,101141,Current,3293.97,0,Open
501760,101142,Current,5914.67,1500,Open
501761,101142,Savings,85014.5,0,Open
501762,101143,Savings,14219.81,0,Open
501763,101144,Current,10866.19,1500,Open
501764,101144,Savings,92612.6,0,Open
501765,101145,Savings,24403.48,0,Open
501766,101146,Savings,75165.45,0,Open
501767,101147,Savings,11250.83,0,Open
501768,101147,Current,7429.94,1500,Open
501769,101148,Current,31612.51,500,Open
501770,101149,Current,8220.6,0,Open
501771,101149,Current,9584.14,1000,Open
501772,101150,Current,36912.6,1500,Open
501773,101151,Current,18871.2,1500,Open
501774,101151,ISA,99395.8,0,Open
501775,101152,Savings,35963.21,0,Open
501776,101152,Current,20625.25,1500,Open
501777,101153,Current,26189.76,0,Open
501778,101153,Current,20608.17,1000,Open
501779,101154,Current,10033.54,0,Open
501780,101154,ISA,24593.87,0,Open
501781,101155,Current,17683.85,1000,Open
501782,101155,Current,3018.78,1500,Open
501783,101155,Savings,7371.47,0,Open
501784,101156,Current,11638.1,500,Open
501785,101157,ISA,33992.36,0,Open
501786,101157,Current,49060.03,0,Open
501787,101158,Savings,25069.85,0,Open
501788,101159,Savings,23472.61,0,Dormant
501789,101160,Current,3508.8,1000,Open
501790,101160,Current,7020.02,0,Open
501791,101160,Current,11968.1,1500,Open
501792,101161,Current,5016.94,2000,Open
501793,101162,Current,11823.27,1000,Open
501794,101162,Savings,26345.94,0,Open
501795,101163,Current,34249.43,1500,Open
501796,101164,Current,21913.75,1000,Open
501797,101165,Current,12957.09,0,Dormant
501798,101166,Savings,32461.38,0,Open
501799,101166,Current,17617.66,2000,Open
501800,101167,Current,19449.56,0,Open
501801,101168,ISA,20709.13,0,Open
501802,101168,Current,4262.67,1500,Open
501803,101168,ISA,50305.2,0,Open
501804,101169,Current,4864.2,1500,Open
501805,101169,Current,11672.3,500,Open
501806,101169,Current,10301.77,0,Open
501807,101170,Current,5199.37,1500,Open
501808,101171,Current,7882.12,500,Dormant
501809,101172,Current,13178.02,2000,Open
501810,101172,Savings,16967.34,0,Open
501811,101173,Current,31694.83,0,Open
501812,101174,Current,30846.44,1500,Open
501813,101174,ISA,12907.35,0,Open
501814,101174,Savings,50341.8,0,Open
501815,101175,Current,34971.85,500,Open
501816,101176,Current,2671.43,0,Open
501817,101176,Current,14812.48,0,Open
501818,101177,Savings,50333.12,0,Open
501819,101177,ISA,12179.94,0,Open
501820,101178,Current,15899.82,2000,Open
501821,101178,Savings,47360.95,0,Open
501822,101179,Current,21121.01,0,Open
501823,101180,Current,17914.2,500,Open
501824,101181,Savings,12925.55,0,Open
501825,101181,Savings,22888.87,0,Open
501826,101182,ISA,52358.0,0,Open
501827,101183,Current,37798.98,0,Open
501828,101184,Savings,9623.18,0,Open
501829,101185,Savings,6263.0,0,Open
501830,101186,ISA,15617.08,0,Open
501831,101187,Current,10170.61,1000,Open
501832,101188,Current,13396.01,0,Open
501833,101188,ISA,29846.85,0,Open
501834,101189,Current,8555.7,0,Open
501835,101190,Savings,12936.52,0,Open
501836,101190,Savings,86534.6,0,Open
501837,101191,Savings,1341.35,0,Open
501838,101191,Current,34346.2,500,Open
501839,101191,Current,27087.65,500,Open
501840,101192,Savings,21085.99,0,Open
501841,101193,Current,9452.34,0,Open
501842,101193,ISA,78486.73,0,Open
501843,101194,Savings,29207.38,0,Open
501844,101194,Savings,31100.96,0,Open
501845,101194,Current,9440.69,0,Open
501846,101195,Current,30217.81,1000,Open
501847,101195,Current,20218.58,0,Open
501848,101196,ISA,3099.23,0,Dormant
501849,101196,Current,2261.61,500,Dormant
501850,101197,Savings,59095.96,0,Open
501851,101198,Current,3932.54,500,Open
501852,101198,Current,17264.91,1000,Open
501853,101199,Current,9456.93,2000,Open
501854,101200,Savings,118918.64,0,Open
501855,101201,Savings,35314.99,0,Dormant
501856,101202,Current,20842.25,500,Open
501857,101203,Current,28185.72,2000,Open
501858,101204,Savings,17759.67,0,Open
501859,101204,Current,12614.38,1000,Dormant
501860,101205,Current,1191.73,0,Open
501861,101205,Savings,16084.38,0,Open
501862,101206,Current,10873.11,0,Open
501863,101206,Current,18306.1,0,Open
501864,101207,Current,6039.21,500,Open
501865,101208,Current,20316.05,1500,Open
501866,101208,ISA,98597.66,0,Open
501867,101209,ISA,18855.38,0,Open
501868,101210,Savings,25525.15,0,Dormant
501869,101211,Savings,25391.21,0,Open
501870,101211,Current,3506.54,1500,Open
501871,101212,Current,11389.8,0,Open
501872,101212,ISA,3742.2,0,Open
501873,101213,Savings,44316.47,0,Open
501874,101213,Current,6607.3,2000,Dormant
501875,101213,Current,11417.82,1000,Open
501876,101214,Savings,17220.76,0,Open
501877,101214,Current,4330.99,1000,Open
501878,101215,Savings,44883.64,0,Open
501879,101216,Current,8824.91,0,Open
501880,101217,Current,30140.78,0,Open
501881,101218,Current,122272.64,0,Open
501882,101219,Current,4948.24,1000,Open
501883,101219,Current,1367.79,0,Open
501884,101220,Current,17056.46,1000,Open
501885,101220,Current,4361.83,0,Open
501886,101221,Current,10950.99,1000,Dormant
501887,101222,Savings,9880.46,0,Open
501888,101222,ISA,23008.48,0,Open
501889,101223,Current,25250.57,500,Open
501890,101224,Savings,148089.14,0,Open
501891,101225,Current,6723.21,1000,Open
501892,101225,Current,16678.33,1000,Open
501893,101225,Current,12258.22,0,Open
501894,101226,Current,31460.29,1000,Open
501895,101227,Current,1496.79,500,Open
501896,101228,Current,6684.65,500,Open
501897,101228,Current,8354.95,2000,Open
501898,101229,Savings,28102.3,0,Open
501899,101230,Current,5788.07,0,Open
501900,101230,Savings,31036.22,0,Open
501901,101231,Current,20100.92,0,Open
501902,101232,Current,42549.2,0,Open
501903,101233,Current,13136.67,1000,Open
501904,101234,Current,9636.63,0,Open
501905,101234,ISA,55716.0,0,Open
501906,101234,Current,17962.87,0,Open
501907,101235,Current,3550.12,0,Open
501908,101235,Savings,23315.18,0,Open
501909,101235,Savings,4293.61,0,Open
501910,101236,Savings,22762.97,0,Open
501911,101237,Savings,10780.15,0,Open
501912,101238,Current,22090.05,0,Open
501913,101238,Savings,77404.54,0,Open
501914,101239,Savings,35646.27,0,Open
501915,101240,Current,11670.09,0,Open
501916,101241,Current,22883.32,0,Open
501917,101241,Savings,20033.53,0,Open
501918,101242,Savings,57586.94,0,Open
501919,101243,Savings,36617.58,0,Open
501920,101243,Current,38120.91,1000,Open
501921,101244,Current,4571.02,1500,Open
501922,101244,Current,23913.83,0,Open
501923,101245,Current,6402.2,1500,Open
501924,101246,Savings,61075.32,0,Open
501925,101246,Savings,41205.48,0,Open
501926,101247,Current,68010.1,1000,Open
501927,101248,Current,17115.14,500,Open
501928,101249,Current,10576.8,0,Open
501929,101250,ISA,11279.41,0,Open
501930,101251,ISA,48379.69,0,Open
501931,101251,Savings,34756.55,0,Open
501932,101252,Current,23281.89,2000,Open
501933,101253,Savings,32066.45,0,Open
501934,101254,Current,5053.48,500,Open
501935,101254,Current,12500.53,2000,Open
501936,101255,Current,25365.99,1500,Open
501937,101255,Current,40155.0,0,Open
501938,101256,Savings,54923.91,0,Open
501939,101257,Current,25933.67,1500,Open
501940,101257,Current,38816.58,0,Open
501941,101257,Savings,113179.01,0,Open
501942,101258,Savings,7522.03,0,Open
501943,101259,Savings,8637.69,0,Open
501944,101260,Current,10047.36,0,Open
501945,101261,Savings,11357.75,0,Open
501946,101262,Savings,10590.0,0,Open
501947,101263,Savings,32587.2,0,Open
501948,101263,ISA,76044.6,0,Dormant
501949,101263,Current,6436.93,2000,Open
501950,101264,Current,5340.28,0,Open
501951,101265,Current,55225.76,500,Open
501952,101265,Current,4404.4,500,Open
501953,101266,Current,20419.69,2000,Open
501954,101267,Current,33554.25,1000,Open
501955,101267,Current,1209.08,0,Open
501956,101268,Savings,38099.17,0,Open
501957,101269,ISA,7823.66,0,Open
501958,101270,Savings,28285.2,0,Open
501959,101270,ISA,19839.51,0,Open
501960,101271,Savings,16183.98,0,Open
501961,101271,Savings,7627.42,0,Open
501962,101272,Current,37288.17,0,Open
501963,101273,Current,35996.24,1000,Open
501964,101273,Current,9226.26,1000,Open
501965,101274,Savings,55287.45,0,Open
501966,101275,Current,15820.78,1000,Open
501967,101275,Savings,40590.92,0,Open
501968,101276,ISA,105466.03,0,Dormant
501969,101277,Savings,15256.35,0,Open
501970,101278,ISA,23062.68,0,Open
501971,101279,Current,11356.76,500,Open
501972,101279,Current,10791.41,1000,Open
501973,101279,Current,19152.78,500,Open
501974,101280,ISA,142070.56,0,Open
501975,101281,Savings,10624.21,0,Open
501976,101281,Current,15445.19,0,Open
501977,101282,Current,21570.42,500,Open
501978,101282,Current,2318.69,1000,Open
501979,101283,ISA,47685.7,0,Open
501980,101284,Current,10080.07,0,Open
501981,101284,Savings,79945.65,0,Open
501982,101285,Savings,87267.34,0,Open
501983,101286,Current,44053.08,1000,Open
501984,101286,Current,32524.27,2000,Open
501985,101287,Savings,31425.25,0,Open
501986,101288,Current,42486.14,1500,Open
501987,101288,Current,7296.7,0,Open
501988,101289,ISA,30840.43,0,Open
501989,101289,Current,18099.29,0,Open
501990,101290,Current,46609.33,500,Open
501991,101290,Current,2400.23,1000,Open
501992,101290,Current,17057.57,0,Open
501993,101291,Current,14769.86,0,Open
501994,101291,ISA,25316.13,0,Open
501995,101291,Current,85687.82,500,Open
501996,101292,Savings,14600.1,0,Open
501997,101293,Current,4670.07,500,Open
501998,101294,Current,30011.84,1500,Open
501999,101295,Current,11684.77,0,Open
502000,101296,Current,22539.34,2000,Open
502001,101297,Current,17864.91,2000,Open
502002,101298,Current,5952.37,2000,Open
502003,101299,Current,10621.91,500,Open
502004,101300,ISA,34913.15,0,Open
502005,101301,Savings,3267.05,0,Open
502006,101302,Current,15798.03,0,Open
502007,101302,Current,7881.89,2000,Open
502008,101303,Savings,22934.01,0,Open
502009,101303,Current,15816.36,1500,Dormant
502010,101304,Current,2705.52,1000,Open
502011,101305,Current,10797.08,0,Open
502012,101306,Current,26386.09,1000,Open
502013,101307,Savings,53103.64,0,Open
502014,101307,Current,41627.18,0,Open
502015,101308,Current,26677.69,1500,Open
502016,101308,Savings,40861.38,0,Open
502017,101308,Current,5487.86,1000,Open
502018,101309,Current,3268.38,0,Open
502019,101309,Savings,12868.28,0,Open
502020,101309,Savings,5444.35,0,Open
502021,101310,Savings,10257.95,0,Open
502022,101311,Current,2058.77,0,Open
502023,101312,Savings,14171.41,0,Open
502024,101312,Current,79872.46,500,Open
502025,101313,Current,30032.74,2000,Open
502026,101313,Savings,119598.2,0,Open
502027,101314,ISA,122089.14,0,Open
502028,101314,Savings,21828.0,0,Open
502029,101315,Current,13018.91,0,Open
502030,101315,Savings,26648.5,0,Open
502031,101315,Savings,30927.48,0,Open
502032,101316,ISA,37189.26,0,Open
502033,101317,Current,46510.06,0,Open
502034,101318,Savings,25926.63,0,Dormant
502035,101319,Current,22568.96,1500,Dormant
502036,101320,Current,19722.88,1000,Open
502037,101321,Current,24240.66,0,Open
502038,101322,Current,21373.53,500,Open
502039,101323,Savings,13416.41,0,Open
502040,101323,Current,7821.2,1500,Open
502041,101324,Current,46640.34,1500,Open
502042,101324,Current,32932.74,2000,Open
502043,101324,Savings,12670.02,0,Open
502044,101325,Savings,23988.06,0,Open
502045,101325,Savings,41632.37,0,Open
502046,101325,Current,19041.88,0,Open
502047,101326,Current,26943.25,0,Open
502048,101326,Savings,31259.88,0,Open
502049,101327,ISA,63757.73,0,Open
502050,101327,Current,10195.17,1000,Open
502051,101328,Current,14309.12,500,Open
502052,101329,ISA,17993.33,0,Open
502053,101329,Savings,25554.36,0,Open
502054,101330,Current,23524.62,1000,Open
502055,101330,Current,27422.71,0,Open
502056,101331,Current,15680.42,0,Open
502057,101331,Savings,47251.71,0,Open
502058,101332,Current,20540.21,0,Open
502059,101332,Current,7161.67,500,Open
502060,101332,Savings,17858.48,0,Dormant
502061,101333,Current,23025.86,500,Open
502062,101333,Current,51531.38,0,Dormant
502063,101334,Current,31126.17,1000,Open
502064,101334,Current,5494.49,500,Open
502065,101335,Savings,32654.95,0,Open
502066,101335,Savings,4987.13,0,Open
502067,101336,Current,2154.03,500,Open
502068,101336,Current,17534.07,0,Open
502069,101337,ISA,42887.58,0,Open
502070,101337,ISA,6559.34,0,Open
502071,101338,Current,50998.8,1500,Open
502072,101338,Current,5752.57,2000,Open
502073,101339,Current,6422.75,0,Open
502074,101340,ISA,23104.95,0,Open
502075,101341,Current,6194.12,0,Open
502076,101342,Current,32628.91,0,Open
502077,101342,Savings,40176.45,0,Open
502078,101343,Current,12454.14,0,Open
502079,101344,Savings,66393.5,0,Open
502080,101345,Current,38251.82,0,Open
502081,101346,ISA,84067.95,0,Open
502082,101347,Current,1060.68,0,Open
502083,101348,Savings,65443.23,0,Open
502084,101348,Savings,35696.3,0,Open
502085,101349,Current,26899.1,1000,Open
502086,101350,Current,65630.6,0,Open
502087,101350,Current,74374.26,0,Open
502088,101351,Savings,63448.09,0,Open
502089,101352,Current,4265.49,1500,Dormant
502090,101352,Current,17659.35,1000,Open
502091,101353,Current,22193.62,1500,Dormant
502092,101354,Savings,65238.74,0,Dormant
502093,101355,Savings,38858.86,0,Open
502094,101355,ISA,130847.48,0,Open
502095,101356,Savings,4294.94,0,Open
502096,101357,Savings,74481.77,0,Open
502097,101357,Savings,73123.63,0,Open
502098,101358,ISA,5020.34,0,Open
502099,101359,Savings,29407.07,0,Open
502100,101359,Savings,43966.85,0,Open
502101,101360,Current,3027.98,0,Open
502102,101361,Current,9885.85,0,Open
502103,101362,Current,34377.11,1000,Open
502104,101363,Current,8451.6,0,Open
502105,101364,Current,47216.37,1500,Open
502106,101364,Savings,39320.31,0,Open
502107,101365,Current,14819.11,0,Open
502108,101366,Savings,19428.09,0,Open
502109,101366,Current,9730.24,500,Open
502110,101367,Current,52381.01,0,Open
502111,101367,ISA,37579.47,0,Dormant
502112,101368,Savings,21040.95,0,Open
502113,101368,Savings,14490.24,0,Open
502114,101369,Current,10833.56,500,Open
502115,101369,Savings,16975.81,0,Open
502116,101369,Current,21800.13,1500,Open
502117,101370,Savings,23501.4,0,Open
